324 408 341
186 215 -1 1
185 215 -1 1
184 215 -1 1
183 215 -1 1
186 214 -1 1
285 186 -1 0
288 185 -1 0
287 185 -1 0
286 185 -1 0
285 185 -1 0
284 185 -1 0
283 185 -1 0
282 185 -1 0
289 184 -1 0
288 184 -1 0
287 184 -1 0
286 184 -1 0
285 184 -1 0
284 184 -1 0
283 184 -1 0
282 184 -1 0
281 184 -1 0
289 183 -1 0
288 183 -1 0
287 183 -1 0
286 183 -1 0
285 183 -1 0
284 183 -1 0
283 183 -1 0
282 183 -1 0
281 183 -1 0
289 182 -1 0
288 182 -1 0
287 182 -1 0
286 182 -1 0
285 182 -1 0
284 182 -1 0
283 182 -1 0
282 182 -1 0
281 182 -1 0
290 181 -1 0
289 181 -1 0
288 181 -1 0
287 181 -1 0
286 181 -1 0
285 181 -1 0
284 181 -1 0
283 181 -1 0
282 181 -1 0
281 181 -1 0
280 181 -1 0
289 180 -1 0
288 180 -1 0
287 180 -1 0
286 180 -1 0
285 180 -1 0
284 180 -1 0
283 180 -1 0
282 180 -1 0
281 180 -1 0
289 179 -1 0
288 179 -1 0
287 179 -1 0
286 179 -1 0
285 179 -1 0
284 179 -1 0
283 179 -1 0
282 179 -1 0
281 179 -1 0
289 178 -1 0
288 178 -1 0
287 178 -1 0
286 178 -1 0
285 178 -1 0
284 178 -1 0
283 178 -1 0
282 178 -1 0
281 178 -1 0
288 177 -1 0
287 177 -1 0
286 177 -1 0
285 177 -1 0
284 177 -1 0
283 177 -1 0
282 177 -1 0
285 176 -1 0
