1918 408 341
172 156 -1 1
171 156 -1 1
170 156 -1 1
169 156 -1 1
168 156 -1 1
167 156 -1 1
166 156 -1 1
165 156 -1 1
164 156 -1 1
163 156 -1 1
162 156 -1 1
161 156 -1 1
160 156 -1 1
159 156 -1 1
158 156 -1 1
157 156 -1 1
156 156 -1 1
155 156 -1 1
154 156 -1 1
153 156 -1 1
152 156 -1 1
151 156 -1 1
150 156 -1 1
202 155 -1 1
201 155 -1 1
200 155 -1 1
199 155 -1 1
198 155 -1 1
197 155 -1 1
196 155 -1 1
195 155 -1 1
194 155 -1 1
193 155 -1 1
192 155 -1 1
191 155 -1 1
190 155 -1 1
189 155 -1 1
188 155 -1 1
187 155 -1 1
186 155 -1 1
185 155 -1 1
184 155 -1 1
183 155 -1 1
182 155 -1 1
181 155 -1 1
180 155 -1 1
179 155 -1 1
178 155 -1 1
177 155 -1 1
176 155 -1 1
175 155 -1 1
174 155 -1 1
173 155 -1 1
172 155 -1 1
171 155 -1 1
170 155 -1 1
169 155 -1 1
168 155 -1 1
167 155 -1 1
166 155 -1 1
165 155 -1 1
164 155 -1 1
163 155 -1 1
162 155 -1 1
161 155 -1 1
160 155 -1 1
159 155 -1 1
158 155 -1 1
157 155 -1 1
156 155 -1 1
155 155 -1 1
154 155 -1 1
153 155 -1 1
201 154 -1 1
200 154 -1 1
199 154 -1 1
198 154 -1 1
197 154 -1 1
196 154 -1 1
195 154 -1 1
194 154 -1 1
193 154 -1 1
192 154 -1 1
191 154 -1 1
190 154 -1 1
189 154 -1 1
188 154 -1 1
187 154 -1 1
186 154 -1 1
185 154 -1 1
184 154 -1 1
183 154 -1 1
182 154 -1 1
181 154 -1 1
180 154 -1 1
179 154 -1 1
178 154 -1 1
177 154 -1 1
176 154 -1 1
175 154 -1 1
174 154 -1 1
173 154 -1 1
172 154 -1 1
171 154 -1 1
170 154 -1 1
169 154 -1 1
168 154 -1 1
167 154 -1 1
166 154 -1 1
165 154 -1 1
164 154 -1 1
163 154 -1 1
162 154 -1 1
161 154 -1 1
160 154 -1 1
157 154 -1 1
201 153 -1 1
200 153 -1 1
199 153 -1 1
198 153 -1 1
197 153 -1 1
196 153 -1 1
195 153 -1 1
194 153 -1 1
193 153 -1 1
192 153 -1 1
191 153 -1 1
190 153 -1 1
189 153 -1 1
188 153 -1 1
187 153 -1 1
186 153 -1 1
185 153 -1 1
184 153 -1 1
183 153 -1 1
182 153 -1 1
181 153 -1 1
180 153 -1 1
179 153 -1 1
178 153 -1 1
177 153 -1 1
176 153 -1 1
175 153 -1 1
174 153 -1 1
173 153 -1 1
172 153 -1 1
171 153 -1 1
170 153 -1 1
169 153 -1 1
167 153 -1 1
166 153 -1 1
165 153 -1 1
163 153 -1 1
201 152 -1 1
200 152 -1 1
199 152 -1 1
198 152 -1 1
197 152 -1 1
196 152 -1 1
195 152 -1 1
194 152 -1 1
193 152 -1 1
192 152 -1 1
191 152 -1 1
190 152 -1 1
189 152 -1 1
188 152 -1 1
187 152 -1 1
186 152 -1 1
185 152 -1 1
184 152 -1 1
183 152 -1 1
182 152 -1 1
181 152 -1 1
180 152 -1 1
179 152 -1 1
178 152 -1 1
177 152 -1 1
176 152 -1 1
200 151 -1 1
199 151 -1 1
198 151 -1 1
197 151 -1 1
196 151 -1 1
195 151 -1 1
194 151 -1 1
193 151 -1 1
192 151 -1 1
191 151 -1 1
190 151 -1 1
189 151 -1 1
188 151 -1 1
187 151 -1 1
186 151 -1 1
185 151 -1 1
184 151 -1 1
183 151 -1 1
182 151 -1 1
181 151 -1 1
180 151 -1 1
179 151 -1 1
197 150 -1 1
213 73 -1 0
216 72 -1 0
215 72 -1 0
214 72 -1 0
213 72 -1 0
212 72 -1 0
211 72 -1 0
210 72 -1 0
206 72 -1 0
217 71 -1 0
216 71 -1 0
215 71 -1 0
214 71 -1 0
213 71 -1 0
212 71 -1 0
211 71 -1 0
210 71 -1 0
209 71 -1 0
208 71 -1 0
207 71 -1 0
206 71 -1 0
205 71 -1 0
204 71 -1 0
203 71 -1 0
197 71 -1 0
217 70 -1 0
216 70 -1 0
215 70 -1 0
214 70 -1 0
213 70 -1 0
212 70 -1 0
211 70 -1 0
210 70 -1 0
209 70 -1 0
208 70 -1 0
207 70 -1 0
206 70 -1 0
205 70 -1 0
204 70 -1 0
203 70 -1 0
202 70 -1 0
200 70 -1 0
199 70 -1 0
198 70 -1 0
197 70 -1 0
196 70 -1 0
195 70 -1 0
194 70 -1 0
186 70 -1 0
217 69 -1 0
216 69 -1 0
215 69 -1 0
214 69 -1 0
213 69 -1 0
212 69 -1 0
211 69 -1 0
210 69 -1 0
209 69 -1 0
208 69 -1 0
207 69 -1 0
206 69 -1 0
205 69 -1 0
204 69 -1 0
203 69 -1 0
202 69 -1 0
201 69 -1 0
200 69 -1 0
199 69 -1 0
198 69 -1 0
197 69 -1 0
196 69 -1 0
195 69 -1 0
194 69 -1 0
193 69 -1 0
189 69 -1 0
188 69 -1 0
187 69 -1 0
186 69 -1 0
185 69 -1 0
184 69 -1 0
183 69 -1 0
178 69 -1 0
218 68 -1 0
217 68 -1 0
216 68 -1 0
215 68 -1 0
214 68 -1 0
213 68 -1 0
212 68 -1 0
211 68 -1 0
210 68 -1 0
209 68 -1 0
208 68 -1 0
207 68 -1 0
206 68 -1 0
205 68 -1 0
204 68 -1 0
203 68 -1 0
202 68 -1 0
201 68 -1 0
200 68 -1 0
199 68 -1 0
198 68 -1 0
197 68 -1 0
196 68 -1 0
195 68 -1 0
194 68 -1 0
193 68 -1 0
190 68 -1 0
189 68 -1 0
188 68 -1 0
187 68 -1 0
186 68 -1 0
185 68 -1 0
184 68 -1 0
183 68 -1 0
182 68 -1 0
181 68 -1 0
180 68 -1 0
179 68 -1 0
178 68 -1 0
177 68 -1 0
176 68 -1 0
175 68 -1 0
172 68 -1 0
164 68 -1 0
159 68 -1 0
154 68 -1 0
82 68 -1 0
81 68 -1 0
80 68 -1 0
79 68 -1 0
78 68 -1 0
77 68 -1 0
76 68 -1 0
217 67 -1 0
216 67 -1 0
215 67 -1 0
214 67 -1 0
213 67 -1 0
212 67 -1 0
211 67 -1 0
210 67 -1 0
209 67 -1 0
208 67 -1 0
207 67 -1 0
206 67 -1 0
205 67 -1 0
204 67 -1 0
203 67 -1 0
202 67 -1 0
201 67 -1 0
200 67 -1 0
199 67 -1 0
198 67 -1 0
197 67 -1 0
196 67 -1 0
195 67 -1 0
194 67 -1 0
193 67 -1 0
190 67 -1 0
189 67 -1 0
188 67 -1 0
187 67 -1 0
186 67 -1 0
185 67 -1 0
184 67 -1 0
183 67 -1 0
182 67 -1 0
181 67 -1 0
180 67 -1 0
179 67 -1 0
178 67 -1 0
177 67 -1 0
176 67 -1 0
175 67 -1 0
174 67 -1 0
173 67 -1 0
172 67 -1 0
171 67 -1 0
170 67 -1 0
169 67 -1 0
167 67 -1 0
166 67 -1 0
165 67 -1 0
164 67 -1 0
163 67 -1 0
162 67 -1 0
161 67 -1 0
160 67 -1 0
159 67 -1 0
158 67 -1 0
157 67 -1 0
156 67 -1 0
155 67 -1 0
154 67 -1 0
153 67 -1 0
152 67 -1 0
151 67 -1 0
147 67 -1 0
139 67 -1 0
134 67 -1 0
128 67 -1 0
123 67 -1 0
119 67 -1 0
117 67 -1 0
112 67 -1 0
110 67 -1 0
106 67 -1 0
103 67 -1 0
98 67 -1 0
96 67 -1 0
93 67 -1 0
90 67 -1 0
88 67 -1 0
86 67 -1 0
85 67 -1 0
84 67 -1 0
83 67 -1 0
82 67 -1 0
81 67 -1 0
80 67 -1 0
79 67 -1 0
78 67 -1 0
77 67 -1 0
76 67 -1 0
75 67 -1 0
74 67 -1 0
73 67 -1 0
217 66 -1 0
216 66 -1 0
215 66 -1 0
214 66 -1 0
213 66 -1 0
212 66 -1 0
211 66 -1 0
210 66 -1 0
209 66 -1 0
208 66 -1 0
207 66 -1 0
206 66 -1 0
205 66 -1 0
204 66 -1 0
203 66 -1 0
202 66 -1 0
201 66 -1 0
200 66 -1 0
199 66 -1 0
198 66 -1 0
197 66 -1 0
196 66 -1 0
195 66 -1 0
194 66 -1 0
193 66 -1 0
192 66 -1 0
190 66 -1 0
189 66 -1 0
188 66 -1 0
187 66 -1 0
186 66 -1 0
185 66 -1 0
184 66 -1 0
183 66 -1 0
182 66 -1 0
181 66 -1 0
180 66 -1 0
179 66 -1 0
178 66 -1 0
177 66 -1 0
176 66 -1 0
175 66 -1 0
174 66 -1 0
173 66 -1 0
172 66 -1 0
171 66 -1 0
170 66 -1 0
169 66 -1 0
168 66 -1 0
167 66 -1 0
166 66 -1 0
165 66 -1 0
164 66 -1 0
163 66 -1 0
162 66 -1 0
161 66 -1 0
160 66 -1 0
159 66 -1 0
158 66 -1 0
157 66 -1 0
156 66 -1 0
155 66 -1 0
154 66 -1 0
153 66 -1 0
152 66 -1 0
151 66 -1 0
150 66 -1 0
149 66 -1 0
148 66 -1 0
147 66 -1 0
146 66 -1 0
145 66 -1 0
144 66 -1 0
142 66 -1 0
141 66 -1 0
140 66 -1 0
139 66 -1 0
138 66 -1 0
137 66 -1 0
136 66 -1 0
135 66 -1 0
134 66 -1 0
133 66 -1 0
132 66 -1 0
131 66 -1 0
130 66 -1 0
129 66 -1 0
128 66 -1 0
127 66 -1 0
126 66 -1 0
125 66 -1 0
124 66 -1 0
123 66 -1 0
122 66 -1 0
121 66 -1 0
120 66 -1 0
119 66 -1 0
118 66 -1 0
117 66 -1 0
116 66 -1 0
115 66 -1 0
114 66 -1 0
113 66 -1 0
112 66 -1 0
111 66 -1 0
110 66 -1 0
109 66 -1 0
108 66 -1 0
107 66 -1 0
106 66 -1 0
105 66 -1 0
104 66 -1 0
103 66 -1 0
102 66 -1 0
101 66 -1 0
100 66 -1 0
99 66 -1 0
98 66 -1 0
97 66 -1 0
96 66 -1 0
95 66 -1 0
94 66 -1 0
93 66 -1 0
92 66 -1 0
91 66 -1 0
90 66 -1 0
89 66 -1 0
88 66 -1 0
87 66 -1 0
86 66 -1 0
85 66 -1 0
84 66 -1 0
83 66 -1 0
82 66 -1 0
81 66 -1 0
80 66 -1 0
79 66 -1 0
78 66 -1 0
77 66 -1 0
76 66 -1 0
75 66 -1 0
74 66 -1 0
73 66 -1 0
72 66 -1 0
217 65 -1 0
216 65 -1 0
215 65 -1 0
214 65 -1 0
213 65 -1 0
212 65 -1 0
211 65 -1 0
210 65 -1 0
209 65 -1 0
208 65 -1 0
207 65 -1 0
206 65 -1 0
205 65 -1 0
204 65 -1 0
203 65 -1 0
202 65 -1 0
201 65 -1 0
200 65 -1 0
199 65 -1 0
198 65 -1 0
197 65 -1 0
196 65 -1 0
195 65 -1 0
194 65 -1 0
193 65 -1 0
191 65 -1 0
190 65 -1 0
189 65 -1 0
188 65 -1 0
187 65 -1 0
186 65 -1 0
185 65 -1 0
184 65 -1 0
183 65 -1 0
182 65 -1 0
181 65 -1 0
180 65 -1 0
179 65 -1 0
178 65 -1 0
177 65 -1 0
176 65 -1 0
175 65 -1 0
174 65 -1 0
173 65 -1 0
172 65 -1 0
171 65 -1 0
170 65 -1 0
169 65 -1 0
168 65 -1 0
167 65 -1 0
166 65 -1 0
165 65 -1 0
164 65 -1 0
163 65 -1 0
162 65 -1 0
161 65 -1 0
160 65 -1 0
159 65 -1 0
158 65 -1 0
157 65 -1 0
156 65 -1 0
155 65 -1 0
154 65 -1 0
153 65 -1 0
152 65 -1 0
151 65 -1 0
150 65 -1 0
149 65 -1 0
148 65 -1 0
147 65 -1 0
146 65 -1 0
145 65 -1 0
144 65 -1 0
143 65 -1 0
142 65 -1 0
141 65 -1 0
140 65 -1 0
139 65 -1 0
138 65 -1 0
137 65 -1 0
136 65 -1 0
135 65 -1 0
134 65 -1 0
133 65 -1 0
132 65 -1 0
131 65 -1 0
130 65 -1 0
129 65 -1 0
128 65 -1 0
127 65 -1 0
126 65 -1 0
125 65 -1 0
124 65 -1 0
123 65 -1 0
122 65 -1 0
121 65 -1 0
120 65 -1 0
119 65 -1 0
118 65 -1 0
117 65 -1 0
116 65 -1 0
115 65 -1 0
114 65 -1 0
113 65 -1 0
112 65 -1 0
111 65 -1 0
110 65 -1 0
109 65 -1 0
108 65 -1 0
107 65 -1 0
106 65 -1 0
105 65 -1 0
104 65 -1 0
103 65 -1 0
102 65 -1 0
101 65 -1 0
100 65 -1 0
99 65 -1 0
98 65 -1 0
97 65 -1 0
96 65 -1 0
95 65 -1 0
94 65 -1 0
93 65 -1 0
92 65 -1 0
91 65 -1 0
90 65 -1 0
89 65 -1 0
88 65 -1 0
87 65 -1 0
86 65 -1 0
85 65 -1 0
84 65 -1 0
83 65 -1 0
82 65 -1 0
81 65 -1 0
80 65 -1 0
79 65 -1 0
78 65 -1 0
77 65 -1 0
76 65 -1 0
75 65 -1 0
74 65 -1 0
73 65 -1 0
72 65 -1 0
216 64 -1 0
215 64 -1 0
214 64 -1 0
213 64 -1 0
212 64 -1 0
211 64 -1 0
210 64 -1 0
209 64 -1 0
208 64 -1 0
207 64 -1 0
206 64 -1 0
205 64 -1 0
204 64 -1 0
203 64 -1 0
202 64 -1 0
201 64 -1 0
200 64 -1 0
199 64 -1 0
198 64 -1 0
197 64 -1 0
196 64 -1 0
195 64 -1 0
194 64 -1 0
193 64 -1 0
190 64 -1 0
189 64 -1 0
188 64 -1 0
187 64 -1 0
186 64 -1 0
185 64 -1 0
184 64 -1 0
183 64 -1 0
182 64 -1 0
181 64 -1 0
180 64 -1 0
179 64 -1 0
178 64 -1 0
177 64 -1 0
176 64 -1 0
175 64 -1 0
174 64 -1 0
173 64 -1 0
172 64 -1 0
171 64 -1 0
170 64 -1 0
169 64 -1 0
168 64 -1 0
167 64 -1 0
166 64 -1 0
165 64 -1 0
164 64 -1 0
163 64 -1 0
162 64 -1 0
161 64 -1 0
160 64 -1 0
159 64 -1 0
158 64 -1 0
157 64 -1 0
156 64 -1 0
155 64 -1 0
154 64 -1 0
153 64 -1 0
152 64 -1 0
151 64 -1 0
150 64 -1 0
149 64 -1 0
148 64 -1 0
147 64 -1 0
146 64 -1 0
145 64 -1 0
144 64 -1 0
143 64 -1 0
142 64 -1 0
141 64 -1 0
140 64 -1 0
139 64 -1 0
138 64 -1 0
137 64 -1 0
136 64 -1 0
135 64 -1 0
134 64 -1 0
133 64 -1 0
132 64 -1 0
131 64 -1 0
130 64 -1 0
129 64 -1 0
128 64 -1 0
127 64 -1 0
126 64 -1 0
125 64 -1 0
124 64 -1 0
123 64 -1 0
122 64 -1 0
121 64 -1 0
120 64 -1 0
119 64 -1 0
118 64 -1 0
117 64 -1 0
116 64 -1 0
115 64 -1 0
114 64 -1 0
113 64 -1 0
112 64 -1 0
111 64 -1 0
110 64 -1 0
109 64 -1 0
108 64 -1 0
107 64 -1 0
106 64 -1 0
105 64 -1 0
104 64 -1 0
103 64 -1 0
102 64 -1 0
101 64 -1 0
100 64 -1 0
99 64 -1 0
98 64 -1 0
97 64 -1 0
96 64 -1 0
95 64 -1 0
94 64 -1 0
93 64 -1 0
92 64 -1 0
91 64 -1 0
90 64 -1 0
89 64 -1 0
88 64 -1 0
87 64 -1 0
86 64 -1 0
85 64 -1 0
84 64 -1 0
83 64 -1 0
82 64 -1 0
81 64 -1 0
80 64 -1 0
79 64 -1 0
78 64 -1 0
77 64 -1 0
76 64 -1 0
75 64 -1 0
74 64 -1 0
73 64 -1 0
72 64 -1 0
213 63 -1 0
209 63 -1 0
208 63 -1 0
207 63 -1 0
206 63 -1 0
205 63 -1 0
204 63 -1 0
203 63 -1 0
201 63 -1 0
200 63 -1 0
199 63 -1 0
198 63 -1 0
197 63 -1 0
196 63 -1 0
195 63 -1 0
194 63 -1 0
193 63 -1 0
190 63 -1 0
189 63 -1 0
188 63 -1 0
187 63 -1 0
186 63 -1 0
185 63 -1 0
184 63 -1 0
183 63 -1 0
182 63 -1 0
181 63 -1 0
180 63 -1 0
179 63 -1 0
178 63 -1 0
177 63 -1 0
176 63 -1 0
175 63 -1 0
174 63 -1 0
173 63 -1 0
172 63 -1 0
171 63 -1 0
170 63 -1 0
169 63 -1 0
168 63 -1 0
167 63 -1 0
166 63 -1 0
165 63 -1 0
164 63 -1 0
163 63 -1 0
162 63 -1 0
161 63 -1 0
160 63 -1 0
159 63 -1 0
158 63 -1 0
157 63 -1 0
156 63 -1 0
155 63 -1 0
154 63 -1 0
153 63 -1 0
152 63 -1 0
151 63 -1 0
150 63 -1 0
149 63 -1 0
148 63 -1 0
147 63 -1 0
146 63 -1 0
145 63 -1 0
144 63 -1 0
143 63 -1 0
142 63 -1 0
141 63 -1 0
140 63 -1 0
139 63 -1 0
138 63 -1 0
137 63 -1 0
136 63 -1 0
135 63 -1 0
134 63 -1 0
133 63 -1 0
132 63 -1 0
131 63 -1 0
130 63 -1 0
129 63 -1 0
128 63 -1 0
127 63 -1 0
126 63 -1 0
125 63 -1 0
124 63 -1 0
123 63 -1 0
122 63 -1 0
121 63 -1 0
120 63 -1 0
119 63 -1 0
118 63 -1 0
117 63 -1 0
116 63 -1 0
115 63 -1 0
114 63 -1 0
113 63 -1 0
112 63 -1 0
111 63 -1 0
110 63 -1 0
109 63 -1 0
108 63 -1 0
107 63 -1 0
106 63 -1 0
105 63 -1 0
104 63 -1 0
103 63 -1 0
102 63 -1 0
101 63 -1 0
100 63 -1 0
99 63 -1 0
98 63 -1 0
97 63 -1 0
96 63 -1 0
95 63 -1 0
94 63 -1 0
93 63 -1 0
92 63 -1 0
91 63 -1 0
90 63 -1 0
89 63 -1 0
88 63 -1 0
87 63 -1 0
86 63 -1 0
85 63 -1 0
84 63 -1 0
83 63 -1 0
82 63 -1 0
81 63 -1 0
80 63 -1 0
79 63 -1 0
78 63 -1 0
77 63 -1 0
76 63 -1 0
75 63 -1 0
74 63 -1 0
73 63 -1 0
72 63 -1 0
71 63 -1 0
206 62 -1 0
200 62 -1 0
199 62 -1 0
198 62 -1 0
197 62 -1 0
196 62 -1 0
195 62 -1 0
194 62 -1 0
190 62 -1 0
189 62 -1 0
188 62 -1 0
187 62 -1 0
186 62 -1 0
185 62 -1 0
184 62 -1 0
183 62 -1 0
182 62 -1 0
181 62 -1 0
180 62 -1 0
179 62 -1 0
178 62 -1 0
177 62 -1 0
176 62 -1 0
175 62 -1 0
174 62 -1 0
173 62 -1 0
172 62 -1 0
171 62 -1 0
170 62 -1 0
169 62 -1 0
168 62 -1 0
167 62 -1 0
166 62 -1 0
165 62 -1 0
164 62 -1 0
163 62 -1 0
162 62 -1 0
161 62 -1 0
160 62 -1 0
159 62 -1 0
158 62 -1 0
157 62 -1 0
156 62 -1 0
155 62 -1 0
154 62 -1 0
153 62 -1 0
152 62 -1 0
151 62 -1 0
150 62 -1 0
149 62 -1 0
148 62 -1 0
147 62 -1 0
146 62 -1 0
145 62 -1 0
144 62 -1 0
143 62 -1 0
142 62 -1 0
141 62 -1 0
140 62 -1 0
139 62 -1 0
138 62 -1 0
137 62 -1 0
136 62 -1 0
135 62 -1 0
134 62 -1 0
133 62 -1 0
132 62 -1 0
131 62 -1 0
130 62 -1 0
129 62 -1 0
128 62 -1 0
127 62 -1 0
126 62 -1 0
125 62 -1 0
124 62 -1 0
123 62 -1 0
122 62 -1 0
121 62 -1 0
120 62 -1 0
119 62 -1 0
118 62 -1 0
117 62 -1 0
116 62 -1 0
115 62 -1 0
114 62 -1 0
113 62 -1 0
112 62 -1 0
111 62 -1 0
110 62 -1 0
109 62 -1 0
108 62 -1 0
107 62 -1 0
106 62 -1 0
105 62 -1 0
104 62 -1 0
103 62 -1 0
102 62 -1 0
101 62 -1 0
100 62 -1 0
99 62 -1 0
98 62 -1 0
97 62 -1 0
96 62 -1 0
95 62 -1 0
94 62 -1 0
93 62 -1 0
92 62 -1 0
91 62 -1 0
90 62 -1 0
89 62 -1 0
88 62 -1 0
87 62 -1 0
86 62 -1 0
85 62 -1 0
84 62 -1 0
83 62 -1 0
82 62 -1 0
81 62 -1 0
80 62 -1 0
79 62 -1 0
78 62 -1 0
77 62 -1 0
76 62 -1 0
75 62 -1 0
74 62 -1 0
73 62 -1 0
72 62 -1 0
197 61 -1 0
189 61 -1 0
188 61 -1 0
187 61 -1 0
186 61 -1 0
185 61 -1 0
184 61 -1 0
183 61 -1 0
182 61 -1 0
181 61 -1 0
180 61 -1 0
179 61 -1 0
178 61 -1 0
177 61 -1 0
176 61 -1 0
175 61 -1 0
174 61 -1 0
173 61 -1 0
172 61 -1 0
171 61 -1 0
170 61 -1 0
169 61 -1 0
168 61 -1 0
167 61 -1 0
166 61 -1 0
165 61 -1 0
164 61 -1 0
163 61 -1 0
162 61 -1 0
161 61 -1 0
160 61 -1 0
159 61 -1 0
158 61 -1 0
157 61 -1 0
156 61 -1 0
155 61 -1 0
154 61 -1 0
153 61 -1 0
152 61 -1 0
151 61 -1 0
150 61 -1 0
149 61 -1 0
148 61 -1 0
147 61 -1 0
146 61 -1 0
145 61 -1 0
144 61 -1 0
143 61 -1 0
142 61 -1 0
141 61 -1 0
140 61 -1 0
139 61 -1 0
138 61 -1 0
137 61 -1 0
136 61 -1 0
135 61 -1 0
134 61 -1 0
133 61 -1 0
132 61 -1 0
131 61 -1 0
130 61 -1 0
129 61 -1 0
128 61 -1 0
127 61 -1 0
126 61 -1 0
