497 408 341
321 30 -1 0
320 30 -1 0
319 30 -1 0
327 29 -1 0
326 29 -1 0
325 29 -1 0
324 29 -1 0
323 29 -1 0
322 29 -1 0
321 29 -1 0
320 29 -1 0
319 29 -1 0
327 28 -1 0
326 28 -1 0
325 28 -1 0
324 28 -1 0
323 28 -1 0
322 28 -1 0
321 28 -1 0
320 28 -1 0
319 28 -1 0
326 27 -1 0
325 27 -1 0
324 27 -1 0
323 27 -1 0
322 27 -1 0
321 27 -1 0
320 27 -1 0
323 26 -1 0
