405 408 341
287 99 -1 1
286 99 -1 1
285 99 -1 1
284 99 -1 1
291 98 -1 1
290 98 -1 1
289 98 -1 1
288 98 -1 1
287 98 -1 1
286 98 -1 1
285 98 -1 1
288 97 -1 1
326 83 -1 1
329 82 -1 1
328 82 -1 1
327 82 -1 1
326 82 -1 1
325 82 -1 1
324 82 -1 1
323 82 -1 1
330 81 -1 1
329 81 -1 1
328 81 -1 1
327 81 -1 1
326 81 -1 1
325 81 -1 1
324 81 -1 1
323 81 -1 1
322 81 -1 1
330 80 -1 1
329 80 -1 1
328 80 -1 1
327 80 -1 1
326 80 -1 1
325 80 -1 1
324 80 -1 1
323 80 -1 1
322 80 -1 1
330 79 -1 1
329 79 -1 1
328 79 -1 1
327 79 -1 1
326 79 -1 1
325 79 -1 1
324 79 -1 1
323 79 -1 1
322 79 -1 1
331 78 -1 1
330 78 -1 1
329 78 -1 1
328 78 -1 1
327 78 -1 1
326 78 -1 1
325 78 -1 1
324 78 -1 1
323 78 -1 1
322 78 -1 1
321 78 -1 1
330 77 -1 1
329 77 -1 1
328 77 -1 1
327 77 -1 1
326 77 -1 1
325 77 -1 1
324 77 -1 1
323 77 -1 1
322 77 -1 1
330 76 -1 1
329 76 -1 1
328 76 -1 1
327 76 -1 1
326 76 -1 1
325 76 -1 1
324 76 -1 1
323 76 -1 1
322 76 -1 1
330 75 -1 1
329 75 -1 1
328 75 -1 1
327 75 -1 1
326 75 -1 1
325 75 -1 1
324 75 -1 1
323 75 -1 1
322 75 -1 1
329 74 -1 1
328 74 -1 1
327 74 -1 1
326 74 -1 1
325 74 -1 1
324 74 -1 1
323 74 -1 1
326 73 -1 1
344 37 -1 1
347 36 -1 1
346 36 -1 1
345 36 -1 1
344 36 -1 1
343 36 -1 1
342 36 -1 1
341 36 -1 1
348 35 -1 1
347 35 -1 1
346 35 -1 1
345 35 -1 1
344 35 -1 1
343 35 -1 1
342 35 -1 1
341 35 -1 1
340 35 -1 1
348 34 -1 1
347 34 -1 1
346 34 -1 1
345 34 -1 1
344 34 -1 1
343 34 -1 1
342 34 -1 1
341 34 -1 1
340 34 -1 1
348 33 -1 1
347 33 -1 1
346 33 -1 1
345 33 -1 1
344 33 -1 1
343 33 -1 1
342 33 -1 1
341 33 -1 1
340 33 -1 1
349 32 -1 1
348 32 -1 1
347 32 -1 1
346 32 -1 1
345 32 -1 1
344 32 -1 1
343 32 -1 1
342 32 -1 1
341 32 -1 1
340 32 -1 1
339 32 -1 1
348 31 -1 1
347 31 -1 1
346 31 -1 1
345 31 -1 1
344 31 -1 1
343 31 -1 1
342 31 -1 1
341 31 -1 1
340 31 -1 1
348 30 -1 1
347 30 -1 1
346 30 -1 1
345 30 -1 1
344 30 -1 1
343 30 -1 1
342 30 -1 1
341 30 -1 1
340 30 -1 1
348 29 -1 1
347 29 -1 1
346 29 -1 1
345 29 -1 1
344 29 -1 1
343 29 -1 1
342 29 -1 1
341 29 -1 1
340 29 -1 1
347 28 -1 1
346 28 -1 1
345 28 -1 1
344 28 -1 1
343 28 -1 1
342 28 -1 1
341 28 -1 1
344 27 -1 1
