2696 481 321
285 33 9 0
286 33 9 0
287 33 9 0
288 33 9 0
340 235 5 1
289 33 9 0
142 181 8 0
341 235 5 1
290 33 9 0
143 181 8 0
342 235 5 1
144 181 8 0
343 235 5 1
145 181 8 0
344 235 5 1
146 181 8 0
345 235 5 1
346 235 5 1
195 212 4 1
196 212 4 1
197 212 4 1
198 212 4 1
199 212 4 1
200 212 4 1
201 212 4 1
66 189 13 1
341 204 5 1
342 204 5 1
343 204 5 1
344 204 5 1
345 204 5 1
346 204 5 1
347 204 5 1
195 181 4 1
196 181 4 1
332 274 5 1
197 181 4 1
333 274 5 1
198 181 4 1
334 274 5 1
199 181 4 1
335 274 5 1
200 181 4 1
336 274 5 1
201 181 4 1
337 274 5 1
338 274 5 1
124 189 12 1
125 189 12 1
126 189 12 1
145 119 7 1
127 189 12 1
146 119 7 1
128 189 12 1
147 119 7 1
129 189 12 1
148 119 7 1
130 189 14 1
149 119 7 1
131 189 14 1
150 119 7 1
195 150 4 1
132 189 14 1
279 41 9 0
151 119 7 1
196 150 4 1
133 189 14 1
280 41 9 0
197 150 4 1
134 189 14 1
281 41 9 0
198 150 4 1
135 189 14 1
282 41 9 0
199 150 4 1
283 41 9 0
200 150 4 1
284 41 9 0
201 150 4 1
285 41 9 0
338 243 5 1
339 243 5 1
340 243 5 1
341 243 5 1
342 243 5 1
343 243 5 1
344 243 5 1
195 220 4 1
196 220 4 1
197 220 4 1
198 220 4 1
199 220 4 1
200 220 4 1
201 220 4 1
191 119 4 1
192 119 4 1
193 119 4 1
194 119 4 1
195 119 4 1
196 119 4 1
197 119 4 1
341 212 5 1
342 212 5 1
343 212 5 1
344 212 5 1
293 10 9 0
345 212 5 1
294 10 9 0
346 212 5 1
295 10 9 0
347 212 5 1
296 10 9 0
297 10 9 0
195 189 4 1
196 189 4 1
331 282 5 1
197 189 4 1
332 282 5 1
198 189 4 1
333 282 5 1
199 189 4 1
334 282 5 1
200 189 4 1
335 282 5 1
201 189 4 1
336 282 5 1
337 282 5 1
121 197 12 1
122 197 12 1
123 197 12 1
124 197 12 1
143 127 7 1
125 197 12 1
144 127 7 1
126 197 12 1
145 127 7 1
127 197 12 1
146 127 7 1
128 197 12 1
147 127 7 1
148 127 7 1
149 127 7 1
278 49 9 0
195 158 4 1
279 49 9 0
196 158 4 1
280 49 9 0
197 158 4 1
281 49 9 0
198 158 4 1
282 49 9 0
199 158 4 1
200 158 4 1
201 158 4 1
337 251 5 1
338 251 5 1
339 251 5 1
340 251 5 1
341 251 5 1
342 251 5 1
343 251 5 1
195 228 4 1
196 228 4 1
197 228 4 1
198 228 4 1
199 228 4 1
200 228 4 1
201 228 4 1
137 96 7 1
138 96 7 1
139 96 7 1
140 96 7 1
141 96 7 1
142 96 7 1
143 96 7 1
144 96 7 1
128 166 10 1
129 166 10 1
193 127 4 1
130 166 10 1
194 127 4 1
131 166 10 1
195 127 4 1
132 166 10 1
196 127 4 1
197 127 4 1
198 127 4 1
199 127 4 1
341 220 5 1
342 220 5 1
291 18 9 0
343 220 5 1
292 18 9 0
344 220 5 1
293 18 9 0
345 220 5 1
294 18 9 0
346 220 5 1
295 18 9 0
347 220 5 1
296 18 9 0
297 18 9 0
195 197 4 1
298 18 9 0
196 197 4 1
331 290 5 1
197 197 4 1
332 290 5 1
198 197 4 1
333 290 5 1
199 197 4 1
334 290 5 1
200 197 4 1
335 290 5 1
201 197 4 1
139 135 7 1
140 135 7 1
122 205 12 1
141 135 7 1
123 205 12 1
142 135 7 1
124 205 12 1
143 135 7 1
125 205 12 1
144 135 7 1
126 205 12 1
145 135 7 1
127 205 12 1
146 135 7 1
128 205 12 1
129 205 12 1
130 205 12 1
131 205 12 1
195 166 4 1
132 205 12 1
196 166 4 1
197 166 4 1
198 166 4 1
199 166 4 1
200 166 4 1
335 259 5 1
201 166 4 1
336 259 5 1
337 259 5 1
338 259 5 1
339 259 5 1
340 259 5 1
341 259 5 1
195 236 4 1
196 236 4 1
197 236 4 1
198 236 4 1
199 236 4 1
65 143 11 1
200 236 4 1
66 143 11 1
201 236 4 1
67 143 11 1
68 143 11 1
69 143 11 1
294 127 6 1
295 127 6 1
142 104 7 1
296 127 6 1
143 104 7 1
297 127 6 1
144 104 7 1
298 127 6 1
145 104 7 1
146 104 7 1
147 104 7 1
148 104 7 1
195 135 4 1
196 135 4 1
197 135 4 1
198 135 4 1
199 135 4 1
200 135 4 1
201 135 4 1
288 26 9 0
340 228 5 1
289 26 9 0
341 228 5 1
290 26 9 0
342 228 5 1
291 26 9 0
343 228 5 1
292 26 9 0
344 228 5 1
293 26 9 0
345 228 5 1
294 26 9 0
346 228 5 1
295 26 9 0
195 205 4 1
196 205 4 1
197 205 4 1
198 205 4 1
199 205 4 1
200 205 4 1
201 205 4 1
341 197 5 1
342 197 5 1
343 197 5 1
344 197 5 1
345 197 5 1
346 197 5 1
347 197 5 1
195 174 4 1
196 174 4 1
197 174 4 1
198 174 4 1
334 267 5 1
199 174 4 1
335 267 5 1
200 174 4 1
336 267 5 1
201 174 4 1
337 267 5 1
338 267 5 1
339 267 5 1
340 267 5 1
195 244 4 1
196 244 4 1
197 244 4 1
198 244 4 1
199 244 4 1
200 244 4 1
201 244 4 1
144 112 7 1
126 182 12 1
145 112 7 1
127 182 12 1
146 112 7 1
128 182 12 1
147 112 7 1
129 182 12 1
148 112 7 1
130 182 12 1
149 112 7 1
131 182 12 1
150 112 7 1
195 143 4 1
132 182 12 1
151 112 7 1
196 143 4 1
197 143 4 1
198 143 4 1
199 143 4 1
283 34 9 0
200 143 4 1
284 34 9 0
201 143 4 1
285 34 9 0
286 34 9 0
287 34 9 0
339 236 5 1
288 34 9 0
340 236 5 1
289 34 9 0
142 182 8 0
341 236 5 1
290 34 9 0
143 182 8 0
342 236 5 1
144 182 8 0
343 236 5 1
145 182 8 0
344 236 5 1
146 182 8 0
345 236 5 1
195 213 4 1
196 213 4 1
197 213 4 1
198 213 4 1
199 213 4 1
200 213 4 1
201 213 4 1
341 205 5 1
342 205 5 1
343 205 5 1
344 205 5 1
345 205 5 1
346 205 5 1
347 205 5 1
195 182 4 1
196 182 4 1
197 182 4 1
332 275 5 1
198 182 4 1
333 275 5 1
199 182 4 1
334 275 5 1
200 182 4 1
335 275 5 1
201 182 4 1
336 275 5 1
337 275 5 1
338 275 5 1
124 190 12 1
125 190 12 1
126 190 12 1
145 120 7 1
127 190 12 1
146 120 7 1
128 190 12 1
147 120 7 1
129 190 12 1
148 120 7 1
130 190 14 1
149 120 7 1
131 190 14 1
278 42 9 0
150 120 7 1
195 151 4 1
132 190 14 1
279 42 9 0
151 120 7 1
196 151 4 1
133 190 14 1
280 42 9 0
197 151 4 1
134 190 14 1
281 42 9 0
198 151 4 1
135 190 14 1
282 42 9 0
199 151 4 1
283 42 9 0
200 151 4 1
284 42 9 0
201 151 4 1
285 42 9 0
338 244 5 1
339 244 5 1
340 244 5 1
341 244 5 1
342 244 5 1
343 244 5 1
344 244 5 1
195 221 4 1
196 221 4 1
197 221 4 1
198 221 4 1
199 221 4 1
200 221 4 1
201 221 4 1
138 89 7 1
191 120 4 1
192 120 4 1
193 120 4 1
194 120 4 1
195 120 4 1
196 120 4 1
197 120 4 1
341 213 5 1
342 213 5 1
343 213 5 1
344 213 5 1
293 11 9 0
345 213 5 1
294 11 9 0
346 213 5 1
295 11 9 0
347 213 5 1
296 11 9 0
297 11 9 0
195 190 4 1
196 190 4 1
331 283 5 1
197 190 4 1
332 283 5 1
198 190 4 1
333 283 5 1
199 190 4 1
334 283 5 1
200 190 4 1
335 283 5 1
201 190 4 1
336 283 5 1
337 283 5 1
121 198 12 1
122 198 12 1
123 198 12 1
124 198 12 1
143 128 7 1
125 198 12 1
144 128 7 1
126 198 12 1
145 128 7 1
127 198 12 1
146 128 7 1
147 128 7 1
148 128 7 1
149 128 7 1
195 159 4 1
196 159 4 1
280 50 9 0
197 159 4 1
198 159 4 1
199 159 4 1
200 159 4 1
201 159 4 1
337 252 5 1
338 252 5 1
339 252 5 1
340 252 5 1
341 252 5 1
342 252 5 1
343 252 5 1
195 229 4 1
196 229 4 1
197 229 4 1
198 229 4 1
199 229 4 1
200 229 4 1
201 229 4 1
137 97 7 1
138 97 7 1
139 97 7 1
140 97 7 1
141 97 7 1
142 97 7 1
143 97 7 1
144 97 7 1
193 128 4 1
130 167 10 1
194 128 4 1
195 128 4 1
196 128 4 1
197 128 4 1
198 128 4 1
199 128 4 1
341 221 5 1
342 221 5 1
291 19 9 0
343 221 5 1
292 19 9 0
344 221 5 1
293 19 9 0
345 221 5 1
294 19 9 0
346 221 5 1
295 19 9 0
347 221 5 1
296 19 9 0
297 19 9 0
195 198 4 1
196 198 4 1
197 198 4 1
198 198 4 1
333 291 5 1
199 198 4 1
200 198 4 1
201 198 4 1
139 136 7 1
140 136 7 1
122 206 12 1
141 136 7 1
123 206 12 1
142 136 7 1
124 206 12 1
143 136 7 1
125 206 12 1
144 136 7 1
126 206 12 1
344 190 5 1
145 136 7 1
127 206 12 1
146 136 7 1
128 206 12 1
129 206 12 1
130 206 12 1
131 206 12 1
195 167 4 1
132 206 12 1
196 167 4 1
133 206 12 1
197 167 4 1
198 167 4 1
199 167 4 1
200 167 4 1
335 260 5 1
201 167 4 1
336 260 5 1
337 260 5 1
338 260 5 1
339 260 5 1
340 260 5 1
341 260 5 1
195 237 4 1
196 237 4 1
197 237 4 1
198 237 4 1
64 144 11 1
199 237 4 1
65 144 11 1
200 237 4 1
66 144 11 1
201 237 4 1
67 144 11 1
68 144 11 1
69 144 11 1
70 144 11 1
293 128 6 1
294 128 6 1
295 128 6 1
142 105 7 1
296 128 6 1
143 105 7 1
297 128 6 1
144 105 7 1
298 128 6 1
145 105 7 1
299 128 6 1
146 105 7 1
147 105 7 1
148 105 7 1
149 105 7 1
195 136 4 1
196 136 4 1
197 136 4 1
198 136 4 1
199 136 4 1
200 136 4 1
201 136 4 1
287 27 9 0
288 27 9 0
340 229 5 1
289 27 9 0
341 229 5 1
290 27 9 0
342 229 5 1
291 27 9 0
343 229 5 1
292 27 9 0
344 229 5 1
293 27 9 0
345 229 5 1
294 27 9 0
346 229 5 1
195 206 4 1
196 206 4 1
197 206 4 1
198 206 4 1
199 206 4 1
200 206 4 1
201 206 4 1
66 183 13 1
341 198 5 1
342 198 5 1
343 198 5 1
344 198 5 1
345 198 5 1
346 198 5 1
347 198 5 1
195 175 4 1
196 175 4 1
197 175 4 1
198 175 4 1
333 268 5 1
199 175 4 1
334 268 5 1
200 175 4 1
335 268 5 1
201 175 4 1
336 268 5 1
337 268 5 1
338 268 5 1
339 268 5 1
195 245 4 1
196 245 4 1
197 245 4 1
198 245 4 1
199 245 4 1
200 245 4 1
201 245 4 1
126 183 12 1
145 113 7 1
127 183 12 1
146 113 7 1
128 183 12 1
147 113 7 1
129 183 12 1
148 113 7 1
130 183 12 1
149 113 7 1
131 183 12 1
150 113 7 1
195 144 4 1
132 183 12 1
151 113 7 1
196 144 4 1
197 144 4 1
198 144 4 1
282 35 9 0
199 144 4 1
283 35 9 0
200 144 4 1
284 35 9 0
201 144 4 1
285 35 9 0
286 35 9 0
287 35 9 0
339 237 5 1
288 35 9 0
141 183 8 0
340 237 5 1
289 35 9 0
142 183 8 0
341 237 5 1
143 183 8 0
342 237 5 1
144 183 8 0
343 237 5 1
145 183 8 0
344 237 5 1
146 183 8 0
345 237 5 1
147 183 8 0
195 214 4 1
196 214 4 1
197 214 4 1
198 214 4 1
199 214 4 1
200 214 4 1
201 214 4 1
341 206 5 1
342 206 5 1
343 206 5 1
344 206 5 1
345 206 5 1
346 206 5 1
347 206 5 1
195 183 4 1
196 183 4 1
197 183 4 1
332 276 5 1
198 183 4 1
333 276 5 1
199 183 4 1
334 276 5 1
200 183 4 1
335 276 5 1
201 183 4 1
336 276 5 1
337 276 5 1
338 276 5 1
124 191 12 1
125 191 12 1
144 121 7 1
126 191 12 1
145 121 7 1
127 191 12 1
146 121 7 1
128 191 12 1
147 121 7 1
129 191 14 1
148 121 7 1
130 191 14 1
149 121 7 1
131 191 14 1
278 43 9 0
150 121 7 1
195 152 4 1
132 191 14 1
279 43 9 0
151 121 7 1
196 152 4 1
133 191 14 1
280 43 9 0
197 152 4 1
134 191 14 1
281 43 9 0
198 152 4 1
135 191 14 1
282 43 9 0
199 152 4 1
136 191 14 1
283 43 9 0
200 152 4 1
284 43 9 0
201 152 4 1
338 245 5 1
339 245 5 1
340 245 5 1
341 245 5 1
342 245 5 1
343 245 5 1
344 245 5 1
195 222 4 1
196 222 4 1
197 222 4 1
198 222 4 1
199 222 4 1
200 222 4 1
201 222 4 1
136 90 7 1
137 90 7 1
138 90 7 1
139 90 7 1
140 90 7 1
191 121 4 1
192 121 4 1
193 121 4 1
194 121 4 1
195 121 4 1
196 121 4 1
197 121 4 1
341 214 5 1
342 214 5 1
343 214 5 1
292 12 9 0
344 214 5 1
293 12 9 0
345 214 5 1
294 12 9 0
346 214 5 1
295 12 9 0
347 214 5 1
296 12 9 0
297 12 9 0
195 191 4 1
298 12 9 0
196 191 4 1
331 284 5 1
197 191 4 1
332 284 5 1
198 191 4 1
333 284 5 1
199 191 4 1
334 284 5 1
200 191 4 1
335 284 5 1
201 191 4 1
336 284 5 1
337 284 5 1
121 199 12 1
122 199 12 1
123 199 12 1
142 129 7 1
124 199 12 1
143 129 7 1
125 199 12 1
144 129 7 1
126 199 12 1
145 129 7 1
127 199 12 1
146 129 7 1
147 129 7 1
148 129 7 1
149 129 7 1
195 160 4 1
196 160 4 1
197 160 4 1
198 160 4 1
199 160 4 1
200 160 4 1
201 160 4 1
337 253 5 1
338 253 5 1
339 253 5 1
340 253 5 1
341 253 5 1
342 253 5 1
343 253 5 1
195 230 4 1
196 230 4 1
197 230 4 1
198 230 4 1
199 230 4 1
200 230 4 1
201 230 4 1
138 98 7 1
139 98 7 1
140 98 7 1
141 98 7 1
142 98 7 1
143 98 7 1
144 98 7 1
145 98 7 1
193 129 4 1
194 129 4 1
195 129 4 1
196 129 4 1
197 129 4 1
198 129 4 1
199 129 4 1
341 222 5 1
342 222 5 1
291 20 9 0
343 222 5 1
292 20 9 0
344 222 5 1
293 20 9 0
345 222 5 1
294 20 9 0
346 222 5 1
